gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,400 m C7,Gold,HABER Peter,GER,Germany,,Athletics,1992,
Men,400 m C8,Gold,BRUNO Frank,CAN,Canada,,Athletics,1992,
Men,800 m TS4,Gold,CONDE Javier,ESP,Spain,,Athletics,1992,
Men,800 m TW1,Gold,DODSON Bart,USA,United States of America,,Athletics,1992,
Men,800 m TW2,Gold,REELIE Richard,CAN,Canada,,Athletics,1992,
Men,800 m TW3,Gold,FREI Heinz,SUI,Switzerland,,Athletics,1992,
Men,800 m TW4,Gold,HOLLONBECK Scot,USA,United States of America,,Athletics,1992,
Men,800 m B1,Gold,PUPO Oscar,CUB,Cuba,,Athletics,1992,
Men,800 m B2,Gold,KIKOLSKI Waldemar,POL,Poland,,Athletics,1992,
Men,800 m B3,Gold,CARAYON Christophe,FRA,France,,Athletics,1992,
Men,800 m C3-4,Gold,LARSON David,USA,United States of America,,Athletics,1992,
Men,800 m C7-8,Gold,WROBEL Andrzej,POL,Poland,,Athletics,1992,
Men,1500 m TS4,Gold,CONDE Javier,ESP,Spain,,Athletics,1992,
Men,1500 m TW1,Gold,DODSON Bart,USA,United States of America,,Athletics,1992,
Men,1500 m TW2,Gold,DUYVESTIJN Theo,NED,Netherlands,,Athletics,1992,
Men,1500 m TW3-4,Gold,NOE Michael,USA,United States of America,,Athletics,1992,
Men,1500 m B1,Gold,DE ALMEIDA COELHO Paulo,POR,Portugal,,Athletics,1992,
Men,1500 m B2,Gold,THATCHER Neol,GBR,United Kingdom,,Athletics,1992,
Men,1500 m B3,Gold,CARAYON Christophe,FRA,France,,Athletics,1992,
Men,1500 m C7-8,Gold,NETHERCOTT John,GBR,United Kingdom,,Athletics,1992,
Men,5000 m TS4,Gold,CONDE Javier,ESP,Spain,,Athletics,1992,
Men,5000 m TW1,Gold,DODSON Bart,USA,United States of America,,Athletics,1992,
Men,5000 m TW2,Gold,GEREIN Clayton,CAN,Canada,,Athletics,1992,
Men,5000 m TW3-4,Gold,FREI Heinz,SUI,Switzerland,,Athletics,1992,
Men,5000 m B1,Gold,MATTHEWS Robert,GBR,United Kingdom,,Athletics,1992,
Men,5000 m B2,Gold,RUIZ Mariano,ESP,Spain,,Athletics,1992,
Men,5000 m B3,Gold,GOMEZ Said,PAN,Panama,,Athletics,1992,
Men,5000 m C5>8,Gold,GOVAERTS Benny,BEL,Belgium,,Athletics,1992,
Men,10000 m TS4,Gold,CONDE Javier,ESP,Spain,,Athletics,1992,
Men,10000 m TW3-4,Gold,VIGER Andre,CAN,Canada,,Athletics,1992,
Men,Marathon TW1,Gold,KOEBERLE Heinrich,GER,Germany,,Athletics,1992,
Men,Marathon TW2,Gold,GEREIN Clayton,CAN,Canada,,Athletics,1992,
Men,Marathon TW3-4,Gold,FREI Heinz,SUI,Switzerland,,Athletics,1992,
Men,Marathon B1,Gold,DURANTE Carlo,ITA,Italy,,Athletics,1992,
Men,Marathon B2,Gold,BRUNT Stephen,GBR,United Kingdom,,Athletics,1992,
Men,Marathon B3,Gold,FARNELL Mark,GBR,United Kingdom,,Athletics,1992,
Men,High Jump B2,Gold,VELEZ Alejo,ESP,Spain,,Athletics,1992,
Men,High Jump B3,Gold,ORCUTT Jonathan,USA,United States of America,,Athletics,1992,
Men,High Jump J1,Gold,BOLDT Arnold,CAN,Canada,,Athletics,1992,
Men,High Jump J2,Gold,ZHAO Ti,CHN,China,,Athletics,1992,
Men,High Jump J4,Gold,ZHAO Xue,CHN,China,,Athletics,1992,
Men,Long Jump B1,Gold,OZAKI Mineho,JPN,Japan,,Athletics,1992,
Men,Long Jump B2,Gold,HUANG Wentao,CHN,China,,Athletics,1992,
Men,Long Jump B3,Gold,BLIEY Enest,USA,United States of America,,Athletics,1992,
Men,Long Jump C7-8,Gold,THRUPP Darren,AUS,Australia,,Athletics,1992,
Men,Long Jump J1,Gold,BELITZ Gunther,GER,Germany,,Athletics,1992,
Men,Long Jump J2,Gold,OEHLER Dennis,USA,United States of America,,Athletics,1992,
Men,Long Jump J4,Gold,ALVAREZ Ruben,ESP,Spain,,Athletics,1992,
Men,Triple Jump B1,Gold,RODRIGUEZ Jose Manuel,ESP,Spain,,Athletics,1992,
Men,Triple Jump B2,Gold,VIEDMA Juan,ESP,Spain,,Athletics,1992,
Men,Triple Jump B3,Gold,CEPEDA Enrique,CUB,Cuba,,Athletics,1992,
Men,Triple Jump J3-4,Gold,YANG Shao,CHN,China,,Athletics,1992,
Men,Shot Put THS2,Gold,FRISCHMANN Joerg,GER,Germany,,Athletics,1992,
Men,Shot Put THS3,Gold,YAO Zhen Yu,CHN,China,,Athletics,1992,
Men,Shot Put THS4,Gold,DABROWSKI Jerzy,POL,Poland,,Athletics,1992,
Men,Shot Put THW2,Gold,HEIR Douglas,USA,United States of America,,Athletics,1992,
Men,Shot Put THW3,Gold,JAKOB Heinz,SUI,Switzerland,,Athletics,1992,
Men,Shot Put THW4,Gold,PEREIRA Luiz,BRA,Brazil,,Athletics,1992,
Men,Shot Put THW5,Gold,HOPKINS Terence,GBR,United Kingdom,,Athletics,1992,
Men,Shot Put THW6,Gold,PICKINPAUGH Terry,USA,United States of America,,Athletics,1992,
Men,Shot Put THW7,Gold,MOHAMED Hany,EGY,Egypt,,Athletics,1992,
Men,Shot Put B1,Gold,FIDALGO Alfonso,ESP,Spain,,Athletics,1992,
Men,Shot Put B2,Gold,SAKELAROV Gueorgui,BUL,Bulgaria,,Athletics,1992,
Men,Shot Put B3,Gold,SHORT Russell,AUS,Australia,,Athletics,1992,
Men,Shot Put C3-4,Gold,WALKER Michael,GBR,United Kingdom,,Athletics,1992,
Men,Shot Put C5,Gold,NOORDUIN Willem,NED,Netherlands,,Athletics,1992,
Men,Shot Put C6,Gold,HERMANS Alex,BEL,Belgium,,Athletics,1992,
Men,Shot Put C7,Gold,IZLAKAR Franjo,SLO,Slovakia,,Athletics,1992,
Men,Discus Throw THS2,Gold,BEYER Horst,GER,Germany,,Athletics,1992,
Men,Discus Throw THS3,Gold,KOLLY Urs,SUI,Switzerland,,Athletics,1992,
Men,Discus Throw THS4,Gold,DABROWSKI Jerzy,POL,Poland,,Athletics,1992,
Men,Discus Throw THW2-3,Gold,JAKOB Heinz,SUI,Switzerland,,Athletics,1992,
Men,Discus Throw THW4,Gold,LABUSCHAGNE Leon,RSA,South Africa,,Athletics,1992,
Men,Discus Throw THW5,Gold,MARTIN Jacques,CAN,Canada,,Athletics,1992,
Men,Discus Throw THW6,Gold,ELSAYED Ahmed,EGY,Egypt,,Athletics,1992,
Men,Discus Throw THW7,Gold,MOHAMED Hany,EGY,Egypt,,Athletics,1992,
Men,Discus Throw B1,Gold,FIDALGO Alfonso,ESP,Spain,,Athletics,1992,
Men,Discus Throw B2,Gold,KHODAKOV Sergei,RUS,Russia,,Athletics,1992,
Men,Discus Throw B3,Gold,SHORT Russell,AUS,Australia,,Athletics,1992,
Men,Discus Throw C5,Gold,NOORDUIN Willem,NED,Netherlands,,Athletics,1992,
Men,Discus Throw C7,Gold,IZLAKAR Franjo,SLO,Slovakia,,Athletics,1992,
Men,Javelin THS2,Gold,AHMED Mohamed,EGY,Egypt,,Athletics,1992,
Men,Javelin THS3,Gold,SUN Chang Ting,CHN,China,,Athletics,1992,
Men,Javelin THS4,Gold,ROTH Harald,AUT,Austria,,Athletics,1992,
Men,Javelin THW2,Gold,BASCIONI Horacio,ARG,Argentina,,Athletics,1992,
Men,Javelin THW3,Gold,DIAZ DE LEON Gabriel,USA,United States of America,,Athletics,1992,
Men,Javelin THW4,Gold,WALLRODT Bruce,AUS,Australia,,Athletics,1992,
Men,Javelin THW5,Gold,SALEVA Mikael,FIN,Finland,,Athletics,1992,
Men,Javelin THW6,Gold,HYMAN Derrick,RSA,South Africa,,Athletics,1992,
Men,Javelin THW7,Gold,MOHAMED Aly,KUW,Kuwait,,Athletics,1992,
Men,Javelin B1,Gold,MENDOZA Jorge,ESP,Spain,,Athletics,1992,
Men,Javelin B2,Gold,HEGEHOLZ Siegmund,GER,Germany,,Athletics,1992,
Men,Javelin B3,Gold,TAKEUCHI Haruo,JPN,Japan,,Athletics,1992,
Men,Javelin C5,Gold,WILLIAMS Paul,GBR,United Kingdom,,Athletics,1992,
Men,Javelin C6,Gold,CHOI Yuon Bong,KOR,South Korea,,Athletics,1992,
Men,Javelin C7,Gold,MAKINEN Antti,FIN,Finland,,Athletics,1992,
Men,Club Throw C6,Gold,KIM Dae Kwan,KOR,South Korea,,Athletics,1992,
Men,Pentathlon PS3,Gold,SIMONAZZI Roberto,GER,Germany,,Athletics,1992,
Men,Pentathlon PS4,Gold,HARTL Manfred,AUT,Austria,,Athletics,1992,
Men,Pentathlon PW3-4,Gold,VASICEK Vojtech,CZE,Czechia,,Athletics,1992,
Men,Pentathlon B1,Gold,SEVASTIANOV Sergei,RUS,Russia,,Athletics,1992,
Men,Pentathlon B2,Gold,PYCH Miroslaw,POL,Poland,,Athletics,1992,
Women,100 m TS4,Gold,SACHSE Jessica,GER,Germany,,Athletics,1992,
Women,100 m TW2,Gold,SMITH Cristeen,NZL,New Zealand,,Athletics,1992,
Women,100 m TW3,Gold,GREY Tanni,GBR,United Kingdom,,Athletics,1992,
Women,100 m TW4,Gold,SAUVAGE Louise,AUS,Australia,,Athletics,1992,
Women,100 m B1,Gold,SANTAMARTA Purificacion,ESP,Spain,,Athletics,1992,
Women,100 m B2,Gold,SANTOS Adria Rocha,BRA,Brazil,,Athletics,1992,
Women,100 m B3,Gold,RUNYAN Marla,USA,United States of America,,Athletics,1992,
Women,100 m C5-6,Gold,INNES Caroline,GBR,United Kingdom,,Athletics,1992,
Women,100 m C7-8,Gold,QUINN Alison,AUS,Australia,,Athletics,1992,
Women,200 m TS4,Gold,SACHSE Jessica,GER,Germany,,Athletics,1992,
Women,200 m TW2,Gold,WATERS Jean,USA,United States of America,,Athletics,1992,
Women,200 m TW3,Gold,GREY Tanni,GBR,United Kingdom,,Athletics,1992,
Women,200 m TW4,Gold,SAUVAGE Louise,AUS,Australia,,Athletics,1992,
Women,200 m B1,Gold,SANTAMARTA Purificacion,ESP,Spain,,Athletics,1992,
Women,200 m B2,Gold,BATALOVA Rimma,RUS,Russia,,Athletics,1992,
Women,200 m B3,Gold,RUNYAN Marla,USA,United States of America,,Athletics,1992,
Women,200 m C7-8,Gold,QUINN Alison,AUS,Australia,,Athletics,1992,
Women,400 m TW2,Gold,HARDER Kristine,CAN,Canada,,Athletics,1992,
Women,400 m TW3,Gold,GREY Tanni,GBR,United Kingdom,,Athletics,1992,
Women,400 m TW4,Gold,SAUVAGE Louise,AUS,Australia,,Athletics,1992,
Women,400 m B1,Gold,SANTAMARTA Purificacion,ESP,Spain,,Athletics,1992,
Women,400 m B2,Gold,BATALOVA Rimma,RUS,Russia,,Athletics,1992,
Women,400 m B3,Gold,RUNYAN Marla,USA,United States of America,,Athletics,1992,
Women,400 m C7-8,Gold,CRUICE Esther,GBR,United Kingdom,,Athletics,1992,
Women,800 m TW2,Gold,HARDER Kristine,CAN,Canada,,Athletics,1992,
Women,800 m TW3,Gold,GREY Tanni,GBR,United Kingdom,,Athletics,1992,
Women,800 m TW4,Gold,HANSEN Connie,DEN,Denmark,,Athletics,1992,
Women,800 m B1,Gold,SANTAMARTA Purificacion,ESP,Spain,,Athletics,1992,
Women,800 m B2,Gold,BATALOVA Rimma,RUS,Russia,,Athletics,1992,
Women,1500 m TW3-4,Gold,HANSEN Connie,DEN,Denmark,,Athletics,1992,
Women,1500 m B1,Gold,VALNICKOVA Pavla,CZE,Czechia,,Athletics,1992,
Women,1500 m B2,Gold,BATALOVA Rimma,RUS,Russia,,Athletics,1992,
Women,3000 m B1,Gold,VALNICKOVA Pavla,CZE,Czechia,,Athletics,1992,
Women,3000 m B2,Gold,MCGONIGLE Pamela,USA,United States of America,,Athletics,1992,
Women,5000 m TW3-4,Gold,ANGGRENY Lily,GER,Germany,,Athletics,1992,
Women,10000 m TW3-4,Gold,HANSEN Connie,DEN,Denmark,,Athletics,1992,
Women,Marathon TW3-4,Gold,HANSEN Connie,DEN,Denmark,,Athletics,1992,
Women,Long Jump B1,Gold,ORTIZ Purificacion,ESP,Spain,,Athletics,1992,
Women,Long Jump B2,Gold,ZHURAVLEVA Raisa,RUS,Russia,,Athletics,1992,
Women,Long Jump B3,Gold,RUNYAN Marla,USA,United States of America,,Athletics,1992,
Women,Shot Put THS2,Gold,DEOUWI Madeleine,FRA,France,,Athletics,1992,
Women,Shot Put THW5,Gold,BUGGENHAGEN Marianne,GER,Germany,,Athletics,1992,
Women,Shot Put THW7,Gold,CARLTON Kathryne Lynne,USA,United States of America,,Athletics,1992,
Women,Shot Put B1,Gold,ZHENG Pei,CHN,China,,Athletics,1992,
Women,Shot Put B2,Gold,WILLIS Jodi,AUS,Australia,,Athletics,1992,
Women,Shot Put C5>8,Gold,BOUW Joanne,CAN,Canada,,Athletics,1992,
Women,Discus Throw THS2,Gold,LIU Yu Kun,CHN,China,,Athletics,1992,
Women,Discus Throw THW4,Gold,BEHALOVA Miloslava,CZE,Czechia,,Athletics,1992,
Women,Discus Throw THW5,Gold,BUGGENHAGEN Marianne,GER,Germany,,Athletics,1992,
Women,Discus Throw THW7,Gold,GUIMARAES Suely,BRA,Brazil,,Athletics,1992,
Women,Discus Throw B1,Gold,LJUBISIC Ljiljana,CAN,Canada,,Athletics,1992,
Women,Discus Throw B2,Gold,VUKSANOVIC Nada,IPP,,,Athletics,1992,
Women,Discus Throw B3,Gold,SIVAKOVA Tamara,RUS,Russia,,Athletics,1992,
Women,Discus Throw C5>8,Gold,BOUW Joanne,CAN,Canada,,Athletics,1992,
Women,Javelin THS2,Gold,SMITH Donna,AUS,Australia,,Athletics,1992,
Women,Javelin THW5,Gold,BUGGENHAGEN Marianne,GER,Germany,,Athletics,1992,
Women,Javelin THW7,Gold,NAKHUMICHA Mary,KEN,Kenya,,Athletics,1992,
Women,Javelin B1>3,Gold,WILLING Martina,GER,Germany,,Athletics,1992,
Women,Javelin C5>8,Gold,BOUW Joanne,CAN,Canada,,Athletics,1992,
Women,Pentathlon PW3-4,Gold,BUGGENHAGEN Marianne,GER,Germany,,Athletics,1992,
Women,Pentathlon B3,Gold,ZHURAVLEVA Raisa,RUS,Russia,,Athletics,1992,
Men,100 m B1,Gold,REQUENA Julio,ESP,Spain,,Athletics,1992,
Men,"4x100 m TS2,4",Gold,FULLER Neil,AUS,Australia,1.0,Athletics,1992,
Men,4x100 m TW1-2,Gold,DODSON Bart,USA,United States of America,1.0,Athletics,1992,
Men,4x100 m TW3-4,Gold,FIGL Robert,GER,Germany,1.0,Athletics,1992,
Men,4x100 m B1>B3,Gold,NUNEZ Jorge,ESP,Spain,1.0,Athletics,1992,
Men,4x100 m C5>8,Gold,ANDERSON James,USA,United States of America,1.0,Athletics,1992,
Men,4x400 m TW1-2,Gold,DODSON Bart,USA,United States of America,1.0,Athletics,1992,
Men,4x400 m TW3-4,Gold,HOLLONBECK Scot,USA,United States of America,1.0,Athletics,1992,
Men,4x400 m B1>B3,Gold,PRIETO Juan Antonio,ESP,Spain,1.0,Athletics,1992,
Women,4x100 m TW3-4,Gold,DRISCOLL Jean,USA,United States of America,1.0,Athletics,1992,
Men,100 m T10,Gold,REQUENA Julio,ESP,Spain,,Athletics,1996,
Men,100 m T11,Gold,PRIETO Juan Antonio,ESP,Spain,,Athletics,1996,
Men,100 m T12,Gold,MANGANARO Aldo,ITA,Italy,,Athletics,1996,
Men,100 m T32,Gold,JONES Lachlan,AUS,Australia,,Athletics,1996,
Men,100 m T33,Gold,DAVIS William,USA,United States of America,,Athletics,1996,
Men,100 m T34,Gold,NESTOR Suarez,ARG,Argentina,,Athletics,1996,
Men,100 m T35,Gold,KIM Du Chun,KOR,South Korea,,Athletics,1996,
Men,100 m T36,Gold,ALLEK Mohamed,ALG,Algeria,,Athletics,1996,
Men,100 m T37,Gold,PAYTON Stephen,GBR,United Kingdom,,Athletics,1996,
Men,100 m T42,Gold,CHRISTEN Lukas,SUI,Switzerland,,Athletics,1996,
Men,100 m T43-44,Gold,VOLPENTEST Tony,USA,United States of America,,Athletics,1996,
Men,100 m T45-46,Gold,ADEOYE Ajibola,NGR,Nigeria,,Athletics,1996,
Men,100 m T51,Gold,NITZ Paul,USA,United States of America,,Athletics,1996,
Men,100 m T52,Gold,LINDSAY John,AUS,Australia,,Athletics,1996,
Men,100 m T53,Gold,HOLDING David,GBR,United Kingdom,,Athletics,1996,
Men,200 m T10,Gold,REQUENA Julio,ESP,Spain,,Athletics,1996,
Men,200 m T11,Gold,MOYA Omar,CUB,Cuba,,Athletics,1996,
Men,200 m T12,Gold,JIMENEZ Robert,DOM,Dominican Republic,,Athletics,1996,
Men,200 m T34-35,Gold,REGISTER Freeman,USA,United States of America,,Athletics,1996,
Men,200 m T36,Gold,ALLEK Mohamed,ALG,Algeria,,Athletics,1996,
Men,200 m T37,Gold,PAYTON Stephen,GBR,United Kingdom,,Athletics,1996,
Men,200 m T42,Gold,CHRISTEN Lukas,SUI,Switzerland,,Athletics,1996,
Men,200 m T43-44,Gold,VOLPENTEST Tony,USA,United States of America,,Athletics,1996,
Men,200 m T45-46,Gold,ADEOYE Ajibola,NGR,Nigeria,,Athletics,1996,
Men,200 m T51,Gold,BERGERON Dean,CAN,Canada,,Athletics,1996,
Men,200 m T52,Gold,UNE Yasuhiro,JPN,Japan,,Athletics,1996,
Men,200 m T53,Gold,ISSORAT Claude,FRA,France,,Athletics,1996,
Men,200 m MH,Gold,BOURNE Nigel,GBR,United Kingdom,,Athletics,1996,
Men,400 m T10,Gold,DOMINGOS RAMIAO GAME,POR,Portugal,,Athletics,1996,
Men,400 m T11,Gold,MOYA Omar,CUB,Cuba,,Athletics,1996,
Men,400 m T12,Gold,ZALDIVAR Ambrosio,CUB,Cuba,,Athletics,1996,
Men,400 m T32-33,Gold,LARSON David,USA,United States of America,,Athletics,1996,
Men,400 m T34-35,Gold,KIM Du Chun,KOR,South Korea,,Athletics,1996,
Men,400 m T36,Gold,MAHMOUD Ahmed Hassan,EGY,Egypt,,Athletics,1996,
Men,400 m T37,Gold,PAYTON Stephen,GBR,United Kingdom,,Athletics,1996,
Men,400 m T42-46,Gold,KONE Oumar,CIV,Ivory Coast,,Athletics,1996,
Men,400 m T50,Gold,DE VIDI Alvise,ITA,Italy,,Athletics,1996,
Men,400 m T51,Gold,MEREDITH Shawn,USA,United States of America,,Athletics,1996,
Men,400 m T52,Gold,SIGG Winfried,GER,Germany,,Athletics,1996,
Men,400 m T53,Gold,ISSORAT Claude,FRA,France,,Athletics,1996,
Men,800 m T10,Gold,DOMINGOS RAMIAO GAME,POR,Portugal,,Athletics,1996,
Men,800 m T11,Gold,SANCHEZ Jose Antonio,ESP,Spain,,Athletics,1996,
Men,800 m T34-36,Gold,PARKER Joseph,USA,United States of America,,Athletics,1996,
Men,800 m T37,Gold,PRINGLE Malcolm,RSA,South Africa,,Athletics,1996,
Men,800 m T44-46,Gold,KONE Oumar,CIV,Ivory Coast,,Athletics,1996,
Men,800 m T50,Gold,DE VIDI Alvise,ITA,Italy,,Athletics,1996,
Men,800 m T51,Gold,MEREDITH Shawn,USA,United States of America,,Athletics,1996,
Men,800 m T52,Gold,ORENS Steve,BEL,Belgium,,Athletics,1996,
Men,800 m T53,Gold,ADAMS Jeff,CAN,Canada,,Athletics,1996,
Men,1500 m T10,Gold,DE ALMEIDA COELHO Paulo,POR,Portugal,,Athletics,1996,
Men,1500 m T11,Gold,SANCHEZ Jose Antonio,ESP,Spain,,Athletics,1996,
Men,1500 m T12,Gold,GOMEZ Said,PAN,Panama,,Athletics,1996,
Men,1500 m T34-37,Gold,WROBEL Andrzej,POL,Poland,,Athletics,1996,
Men,1500 m T44-46,Gold,EVANS David,AUS,Australia,,Athletics,1996,
Men,1500 m T50,Gold,BLATTMAN Fabian,AUS,Australia,,Athletics,1996,
Men,1500 m T51,Gold,VESTERLUND Per,SWE,Sweden,,Athletics,1996,
Men,1500 m T52-53,Gold,FREI Heinz,SUI,Switzerland,,Athletics,1996,
Men,5000 m T10,Gold,DE ALMEIDA COELHO Paulo,POR,Portugal,,Athletics,1996,
Men,5000 m T11,Gold,THATCHER Noel,GBR,United Kingdom,,Athletics,1996,
Men,5000 m T12,Gold,GOMEZ Said,PAN,Panama,,Athletics,1996,
Men,5000 m T34-37,Gold,PARKER Joseph,USA,United States of America,,Athletics,1996,
Men,5000 m T44-46,Gold,CONDE Javier,ESP,Spain,,Athletics,1996,
Men,5000 m T51,Gold,GEREIN Clayton,CAN,Canada,,Athletics,1996,
Men,5000 m T52-53,Gold,MENDOZA HERNANDEZ Saul,Mex,Mexico,,Athletics,1996,
Men,10000 m T10,Gold,GUERRERO Alejandro,Mex,Mexico,,Athletics,1996,
Men,10000 m T11,Gold,THATCHER Noel,GBR,United Kingdom,,Athletics,1996,
Men,10000 m T12,Gold,GONZALEZ Diosmani,CUB,Cuba,,Athletics,1996,
Men,10000 m T52-53,Gold,FREI Heinz,SUI,Switzerland,,Athletics,1996,
Men,Marathon T10,Gold,YANAGAWA Harumi,JPN,Japan,,Athletics,1996,
Men,Marathon T11,Gold,KIKOLSKI Waldemar,POL,Poland,,Athletics,1996,
Men,Marathon T12,Gold,SLUKA Anton,SVK,Slovakia,,Athletics,1996,
Men,Marathon T42-46,Gold,CONDE Javier,ESP,Spain,,Athletics,1996,
Men,Marathon T50,Gold,KOEBERLE Heinrich,GER,Germany,,Athletics,1996,
Men,Marathon T51,Gold,MCMAHON Brent,CAN,Canada,,Athletics,1996,
Men,Marathon T52-53,Gold,NIETLISPACH Franz,SUI,Switzerland,,Athletics,1996,
Men,High Jump F10-11,Gold,CHEPEL Oleg,BLR,Belarus,,Athletics,1996,
Men,High Jump F42-44,Gold,HOU Bin,CHN,China,,Athletics,1996,
Men,Long Jump F10,Gold,RODRIGUEZ Jose Manuel,ESP,Spain,,Athletics,1996,
Men,Long Jump F11,Gold,BOZZOLO Stephane,FRA,France,,Athletics,1996,
Men,Long Jump F12,Gold,CABALLERO Enrique,CUB,Cuba,,Athletics,1996,
Men,Long Jump F34-37,Gold,THRUPP Darren,AUS,Australia,,Athletics,1996,
Men,Long Jump F42,Gold,CHRISTEN Lukas,SUI,Switzerland,,Athletics,1996,
Men,Long Jump F44,Gold,KOLLY Urs,SUI,Switzerland,,Athletics,1996,
Men,Long Jump F45-46,Gold,ALVAREZ Ruben,ESP,Spain,,Athletics,1996,
Men,Long Jump MH,Gold,BOURNE Nigel,GBR,United Kingdom,,Athletics,1996,
Men,Triple Jump F10,Gold,RODRIGUEZ Jose Manuel,ESP,Spain,,Athletics,1996,
Men,Triple Jump F11,Gold,VIEDMA Juan,ESP,Spain,,Athletics,1996,
Men,Triple Jump F12,Gold,CABALLERO Enrique,CUB,Cuba,,Athletics,1996,
Men,Triple Jump F45-46,Gold,ZHAO Xueen,CHN,China,,Athletics,1996,
Men,Shot Put F10,Gold,FIDALGO Alfonso,ESP,Spain,,Athletics,1996,
Men,Shot Put F11,Gold,LISHCHYNSKYY Vasyl,UKR,Ukraine,,Athletics,1996,
Men,Shot Put F12,Gold,SUN Haitao,CHN,China,,Athletics,1996,
Men,Shot Put F32-33,Gold,MACDONALD Hamish,AUS,Australia,,Athletics,1996,
Men,Shot Put F35,Gold,NOORDUIN Willem,NED,Netherlands,,Athletics,1996,
Men,Shot Put F36,Gold,VAN DER MERWE Gert,RSA,South Africa,,Athletics,1996,
Men,Shot Put F34/37,Gold,SHAW James,CAN,Canada,,Athletics,1996,
Men,Shot Put F41,Gold,ABD ELGAWAD Ahmed,EGY,Egypt,,Athletics,1996,
Men,Shot Put F42,Gold,DAUBRESSE Thierry,BEL,Belgium,,Athletics,1996,
Men,Shot Put F43-44,Gold,HALAGAHU Lutovico,FRA,France,,Athletics,1996,
Men,Shot Put F46,Gold,DABROWSKI Jerzy,POL,Poland,,Athletics,1996,
Men,Shot Put F51,Gold,MODABBER RAZ Ghader,IRI,Iran,,Athletics,1996,
Men,Shot Put F52,Gold,MARTIN Peter,NZL,New Zealand,,Athletics,1996,
Men,Shot Put F53,Gold,WALLRODT Bruce,AUS,Australia,,Athletics,1996,
Men,Shot Put F54,Gold,ASTRADA Arnold,USA,United States of America,,Athletics,1996,
Men,Shot Put F55,Gold,KOSTANTAGAS D.,GRE,Greece,,Athletics,1996,
Men,Shot Put F56,Gold,LOUWRENS Michael,RSA,South Africa,,Athletics,1996,
Men,Shot Put F57,Gold,LOMBAARD Stephanus,RSA,South Africa,,Athletics,1996,
Men,Discus Throw F10,Gold,FIDALGO Alfonso,ESP,Spain,,Athletics,1996,
Men,Discus Throw F11,Gold,KHODAKOV Serguei,RUS,Russia,,Athletics,1996,
Men,Discus Throw F12,Gold,SUN Haitao,CHN,China,,Athletics,1996,
Men,Discus Throw F32-33,Gold,MUELLER Andreas,GER,Germany,,Athletics,1996,
Men,Discus Throw F35,Gold,BARGH Hossein,IRI,Iran,,Athletics,1996,
Men,Discus Throw F36,Gold,BURROUGHS Damien,AUS,Australia,,Athletics,1996,
Men,Discus Throw F34/37,Gold,SHAW James,CAN,Canada,,Athletics,1996,
Men,Discus Throw F41,Gold,DAHY Ahmed,EGY,Egypt,,Athletics,1996,
Men,Discus Throw F42,Gold,DE KEERSMAEKER Gino,BEL,Belgium,,Athletics,1996,
Men,Discus Throw F43-44,Gold,BROWN Shawn,USA,United States of America,,Athletics,1996,
Men,Discus Throw F46,Gold,DABROWSKI Jerzy,POL,Poland,,Athletics,1996,
Men,Discus Throw F51,Gold,MODABBER RAZ Ghader,IRI,Iran,,Athletics,1996,
Men,Discus Throw F52,Gold,LOREH JOKAR A.,IRI,Iran,,Athletics,1996,
Men,Discus Throw F53,Gold,LABUSCHAGNE Leon,RSA,South Africa,,Athletics,1996,
Men,Discus Throw F54,Gold,MARTIN Jacques,CAN,Canada,,Athletics,1996,
Men,Discus Throw F55,Gold,HUMPHRIES Steyn,RSA,South Africa,,Athletics,1996,
Men,Discus Throw F56,Gold,HUGHES Larry,USA,United States of America,,Athletics,1996,
Men,Discus Throw F57,Gold,GAWAD Mohamed,EGY,Egypt,,Athletics,1996,
Men,Javelin F10,Gold,OZAKI Mineho,JPN,Japan,,Athletics,1996,
Men,Javelin F11,Gold,PYCH Miroslaw,POL,Poland,,Athletics,1996,
Men,Javelin F12,Gold,SUN Haitao,CHN,China,,Athletics,1996,
Men,Javelin F35,Gold,AL-MUTAIRI Fahed,KUW,Kuwait,,Athletics,1996,
Men,Javelin F36,Gold,CHURCHILL Kenneth,GBR,United Kingdom,,Athletics,1996,
Men,Javelin F34/37,Gold,HARVEY Brian,AUS,Australia,,Athletics,1996,
Men,Javelin F41,Gold,MOORI Christopher,KEN,Kenya,,Athletics,1996,
Men,Javelin F42,Gold,PEREZ Guillermo,CUB,Cuba,,Athletics,1996,
Men,Javelin F43-44,Gold,HA Silao,CHN,China,,Athletics,1996,
Men,Javelin F46,Gold,SCHIEDEK Joerg,GER,Germany,,Athletics,1996,
Men,Javelin F51,Gold,MODABBER RAZ Ghader,IRI,Iran,,Athletics,1996,
Men,Javelin F52,Gold,PAZ VELAQUEZ Adrian,Mex,Mexico,,Athletics,1996,
Men,Javelin F53,Gold,NOURAFSHAN Mokhtar,IRI,Iran,,Athletics,1996,
Men,Javelin F54,Gold,SALEVA Mikael,FIN,Finland,,Athletics,1996,
Men,Javelin F55,Gold,DANKO Stefan,CZE,Czechia,,Athletics,1996,
Men,Javelin F56,Gold,MIRZAEI JABERI Mohammad Reza,IRI,Iran,,Athletics,1996,
Men,Javelin F57,Gold,LOMBAARD Stephanus,RSA,South Africa,,Athletics,1996,
